problem,nl_goal,gt_pddl_goal,gt_plan,proposed_plan
train/pick_and_place_simple-Vase-None-Safe-204/trial_T20190919_000336_714640,put a blue vase in the safe on the floor.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o VaseType) 
                (receptacleType ?r SafeType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation diningtable)
(PickupObject vase)
(GotoLocation safe)
(PutObject vase safe)","(GotoLocation cabinet)
(PickupObject vase_blue)
(GotoLocation floor)
(PutObject vase_blue safe)
"
train/pick_and_place_simple-Vase-None-Safe-204/trial_T20190919_000336_714640,put a blue vase in the safe on the floor.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o VaseType) 
                (receptacleType ?r SafeType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation diningtable)
(PickupObject vase)
(GotoLocation safe)
(PutObject vase safe)","(GotoLocation table)
(PickupObject vase)
(GotoLocation floor)
(PutObject vase safe)
"
train/pick_and_place_simple-Vase-None-Safe-204/trial_T20190919_000336_714640,put a blue vase in the safe on the floor.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o VaseType) 
                (receptacleType ?r SafeType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation diningtable)
(PickupObject vase)
(GotoLocation safe)
(PutObject vase safe)","(GotoLocation desk)
(PickupObject vase)
(GotoLocation floor)
(PutObject vase safe)
"
train/pick_and_place_simple-Vase-None-Safe-204/trial_T20190919_000336_714640,put a blue vase in the safe on the floor.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o VaseType) 
                (receptacleType ?r SafeType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation diningtable)
(PickupObject vase)
(GotoLocation safe)
(PutObject vase safe)","(GotoLocation cabinet)
(PickupObject vase)
(GotoLocation safefloor)
(PutObject vase safe)
"
train/pick_and_place_simple-Pen-None-Desk-310/trial_T20190908_030223_620154,pick a pencil in the dustbin and place it on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PenType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation garbagecan)
(PickupObject pen)
(GotoLocation desk)
(PutObject pen desk)","(GotoLocation dustbin)
(PickupObject pencil)
(GotoLocation table)
(PutObject pencil table)
"
train/pick_and_place_simple-Pen-None-Desk-310/trial_T20190908_030223_620154,pick a pencil in the dustbin and place it on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PenType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation garbagecan)
(PickupObject pen)
(GotoLocation desk)
(PutObject pen desk)","(GotoLocation dustbin)
(PickupObject pencil)
(GotoLocation table)
(PutObject pencil table)
"
train/pick_and_place_simple-Pen-None-Desk-310/trial_T20190908_030223_620154,pick a pencil in the dustbin and place it on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PenType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation garbagecan)
(PickupObject pen)
(GotoLocation desk)
(PutObject pen desk)","(GotoLocation dustbin)
(PickupObject pencil)
(GotoLocation table)
(PutObject pencil table)
"
train/pick_and_place_simple-Pen-None-Desk-310/trial_T20190908_030223_620154,pick a pencil in the dustbin and place it on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PenType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation garbagecan)
(PickupObject pen)
(GotoLocation desk)
(PutObject pen desk)","(GotoLocation dustbin)
(PickupObject pencil)
(GotoLocation table)
(PutObject pencil table)
"
train/pick_and_place_simple-Pen-None-Desk-310/trial_T20190908_030223_620154,pick a pencil in the dustbin and place it on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PenType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation garbagecan)
(PickupObject pen)
(GotoLocation desk)
(PutObject pen desk)","(GotoLocation dustbin)
(PickupObject pencil)
(GotoLocation table)
(PutObject pencil table)
"
train/pick_and_place_simple-Pen-None-Desk-310/trial_T20190908_030223_620154,pick a pencil in the dustbin and place it on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PenType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation garbagecan)
(PickupObject pen)
(GotoLocation desk)
(PutObject pen desk)","(GotoLocation dustbin)
(PickupObject pencil)
(GotoLocation table)
(PutObject pencil table)
"
train/pick_and_place_simple-Pen-None-Desk-310/trial_T20190908_030223_620154,pick a pencil in the dustbin and place it on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PenType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation garbagecan)
(PickupObject pen)
(GotoLocation desk)
(PutObject pen desk)","(GotoLocation dustbin)
(PickupObject pencil)
(GotoLocation table)
(PutObject pencil table)
"
train/pick_and_place_simple-Pen-None-Desk-310/trial_T20190908_030223_620154,pick a pencil in the dustbin and place it on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PenType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation garbagecan)
(PickupObject pen)
(GotoLocation desk)
(PutObject pen desk)","(GotoLocation dustbin)
(PickupObject pencil)
(GotoLocation table)
(PutObject pencil table)
"
train/pick_and_place_simple-Pen-None-Desk-310/trial_T20190908_030223_620154,pick a pencil in the dustbin and place it on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PenType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation garbagecan)
(PickupObject pen)
(GotoLocation desk)
(PutObject pen desk)","(GotoLocation dustbin)
(PickupObject pencil)
(GotoLocation table)
(PutObject pencil table)
"
train/pick_and_place_simple-Pen-None-Desk-310/trial_T20190908_030223_620154,pick a pencil in the dustbin and place it on the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PenType) 
                (receptacleType ?r DeskType)
                (inReceptacle ?o ?r) 
            )
    )))","(GotoLocation garbagecan)
(PickupObject pen)
(GotoLocation desk)
(PutObject pen desk)","(PickupObject agent1 loc_bar_5_bar_12_bar_1_bar_180 pencil_4_dot_02923852_comma_4_dot_02923852_comma_14_dot_402_comma_14_dot_402_comma_0_dot_082132256_comma_0_dot_082132256 dustbin_5_dot_282_comma_5_dot_282_comma_12_dot_75_comma_12_dot_75_comma_0_dot_0_comma_0_dot_0)
(PutObject agent1 loc_bar_8_bar_2_bar_0_bar_0 pencil_4_dot_02923852_comma_4_dot_02923852_comma_14_dot_402_comma_14_dot_402_comma_0_dot_082132256_comma_0_dot_082132256)"
train/pick_clean_then_place_in_recep-ButterKnife-None-CounterTop-25/trial_T20190907_212022_934468,place a clean knife in the large sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ButterKnifeType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation sinkbasin)
(CleanObject butterknife)
(GotoLocation countertop)
(PutObject butterknife countertop)","(GotoLocation dishwasher)
(PickupObject knife)
(GotoLocation sinkbasin)
(PutObject knife sinkbasin)
"
train/pick_clean_then_place_in_recep-ButterKnife-None-CounterTop-25/trial_T20190907_212022_934468,place a clean knife in the large sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ButterKnifeType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation sinkbasin)
(CleanObject butterknife)
(GotoLocation countertop)
(PutObject butterknife countertop)","(GotoLocation silverwaredrawer)
(PickupObject knife)
(GotoLocation largesink)
(PutObject knife largesink)
"
train/pick_clean_then_place_in_recep-ButterKnife-None-CounterTop-25/trial_T20190907_212022_934468,place a clean knife in the large sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ButterKnifeType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation sinkbasin)
(CleanObject butterknife)
(GotoLocation countertop)
(PutObject butterknife countertop)","(GotoLocation drawer)
(PickupObject knife)
(GotoLocation sink)
(PutObject knife sink)
"
train/pick_clean_then_place_in_recep-ButterKnife-None-CounterTop-25/trial_T20190907_212022_934468,place a clean knife in the large sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ButterKnifeType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation sinkbasin)
(CleanObject butterknife)
(GotoLocation countertop)
(PutObject butterknife countertop)","(GotoLocation drawer)
(PickupObject knife)
(GotoLocation largesink)
(PutObject knife largesink)
"
train/pick_clean_then_place_in_recep-ButterKnife-None-CounterTop-25/trial_T20190907_212022_934468,place a clean knife in the large sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ButterKnifeType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation sinkbasin)
(CleanObject butterknife)
(GotoLocation countertop)
(PutObject butterknife countertop)","(FillObject largesink)
(GotoLocation drawer)
(PickupObject knife)
(GotoLocation largesink)
(PutObject knife largesink)
"
train/pick_clean_then_place_in_recep-ButterKnife-None-CounterTop-25/trial_T20190907_212022_934468,place a clean knife in the large sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ButterKnifeType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation sinkbasin)
(CleanObject butterknife)
(GotoLocation countertop)
(PutObject butterknife countertop)","(GotoLocation cutlerydrawer)
(PickupObject knife)
(GotoLocation sink)
(PutObject knife sink)
"
train/pick_clean_then_place_in_recep-ButterKnife-None-CounterTop-25/trial_T20190907_212022_934468,place a clean knife in the large sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ButterKnifeType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation sinkbasin)
(CleanObject butterknife)
(GotoLocation countertop)
(PutObject butterknife countertop)","(GotoLocation drawer)
(PickupObject knife)
(GotoLocation sink)
(PutObject knife sink)
"
train/pick_clean_then_place_in_recep-ButterKnife-None-CounterTop-25/trial_T20190907_212022_934468,place a clean knife in the large sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ButterKnifeType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation sinkbasin)
(CleanObject butterknife)
(GotoLocation countertop)
(PutObject butterknife countertop)","(PickupObject agent1 loc_bar__minus_8_bar_4_bar_2_bar_45 knife__minus_0_dot_675283_comma__minus_0_dot_675283_comma_4_dot_069564_comma_4_dot_069564_comma_0_dot_001171744_comma_0_dot_001171744 sinkbasin__minus_7_dot_627617201_comma__minus_7_dot_627617201_comma_0_dot_230000003_comma_0_dot_230000003_comma_0_dot_100000001_comma_0_dot_100000001)
(PutObject agent1 loc_bar__minus_7_bar_6_bar_1_bar_45 knifetype knife__minus_0_dot_675283_comma__minus_0_dot_675283_comma_4_dot_069564_comma_4_dot_069564_comma_0_dot_001171744_comma_0_dot_001171744 sinkbasin__minus_6_dot_730151773_comma__minus_6_dot_730151773_comma__minus_1_dot_063989963_comma__minus_1_dot_063989963_comma_0_dot_400000003_comma_0_dot_400000003)
"
train/pick_clean_then_place_in_recep-ButterKnife-None-CounterTop-25/trial_T20190907_212022_934468,place a clean knife in the large sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ButterKnifeType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation sinkbasin)
(CleanObject butterknife)
(GotoLocation countertop)
(PutObject butterknife countertop)","(GotoLocation cabinet)
(PickupObject knife)
(GotoLocation sink_large)
(PutObject knife sink_large)
"
train/pick_clean_then_place_in_recep-ButterKnife-None-CounterTop-25/trial_T20190907_212022_934468,place a clean knife in the large sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ButterKnifeType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation countertop)
(PickupObject butterknife)
(GotoLocation sinkbasin)
(CleanObject butterknife)
(GotoLocation countertop)
(PutObject butterknife countertop)","(PickupObject agent1 loc_bar_1_bar__minus_2_bar_0_bar_60 knife__minus_6_dot_445207_comma__minus_6_dot_445207_comma__minus_5_dot_800457_comma__minus_5_dot_800457_comma_2_dot_509016052_comma_2.dot_509016052)
(CleanObject sinkbasin_6_dot_615_comma_6_dot_615_comma__minus_5_dot_717_comma__minus_5_dot_717_comma_0_dot_411794_comma_0.dot_411794 agent1 loc_bar_1_bar__minus_2_bar_0_bar_60 knife__minus_6_dot_445207_comma__minus_6_dot_445207_comma__minus_5_dot_800457_comma__minus_5_dot_800457_comma_2.dot_509016052_comma_2.dot_509016052)
(PutObject agent1 loc_bar__minus_4_bar_2_bar_1_bar_60 knifetype knife__minus_6_dot_445207_comma__minus_6_dot_445207_comma__minus_5_dot_800457_comma__minus_5_dot_800457_comma_2.dot_509016052_comma_2.dot_509016052 sinkbasin_6_dot_615_comma_6.dot_615_comma__minus_5.dot_717_comma__minus_5.dot_717_comma_0.dot_411794_comma_0.dot_411794)
"
train/pick_clean_then_place_in_recep-Knife-None-SideTable-3/trial_T20190906_210539_903984,put a washed knife on a counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o KnifeType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation knife)
(PickupObject knife)
(GotoLocation sinkbasin)
(CleanObject knife)
(GotoLocation sidetable)
(PutObject knife sidetable)","(FillObject sinkbasin)
(GotoLocation cabinet)
(PickupObject knife)
(GotoLocation sinkbasin)
(PutObject knife sinkbasin)
(GotoLocation countertop)
(PickupObject knife)
(PutObject knife countertop)
"
train/pick_clean_then_place_in_recep-Knife-None-SideTable-3/trial_T20190906_210539_903984,put a washed knife on a counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o KnifeType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation knife)
(PickupObject knife)
(GotoLocation sinkbasin)
(CleanObject knife)
(GotoLocation sidetable)
(PutObject knife sidetable)","(GotoLocation sink)
(FillObject sink)
(GotoLocation cabinet)
(PickupObject knife)
(GotoLocation countertop)
(PutObject knife countertop)
"
train/pick_clean_then_place_in_recep-Knife-None-SideTable-3/trial_T20190906_210539_903984,put a washed knife on a counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o KnifeType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation knife)
(PickupObject knife)
(GotoLocation sinkbasin)
(CleanObject knife)
(GotoLocation sidetable)
(PutObject knife sidetable)","(GotoLocation sink)
(FillObject sink)
(GotoLocation cabinet)
(PickupObject knife)
(GotoLocation countertop)
(PutObject knife countertop)
"
train/pick_clean_then_place_in_recep-Knife-None-SideTable-3/trial_T20190906_210539_903984,put a washed knife on a counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o KnifeType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation knife)
(PickupObject knife)
(GotoLocation sinkbasin)
(CleanObject knife)
(GotoLocation sidetable)
(PutObject knife sidetable)","(GotoLocation sink)
(FillObject sink)
(GotoLocation cabinet)
(PickupObject knife)
(GotoLocation countertop)
(PutObject knife countertop)
"
train/pick_clean_then_place_in_recep-Knife-None-SideTable-3/trial_T20190906_210539_903984,put a washed knife on a counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o KnifeType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","(GotoLocation knife)
(PickupObject knife)
(GotoLocation sinkbasin)
(CleanObject knife)
(GotoLocation sidetable)
(PutObject knife sidetable)","(GotoLocation sink)
(WashObject knife)
(GotoLocation countertop)
(PutObject knife countertop)
"
