operator_name,gt_operator,codex_raw_operator,codex_preprocessed_operator,
RinseObject,,"
;; Operator, RinseObject2.
;; RinseObject2 takes an object to rinse and a specific tool receptacle of type SinkBasinType.
;; SinkBasin is an rtype. Therefore, the tool is a receptacle.
;; Parameters: ?a - agent, ?l - location of the object to be rinsed; ?o - object to be rinsed; ?toolreceptacle - receptacle to rinse the object in.
;; Preconditions: The toolreceptacle is a SinkBasinType, the agent is at a location and the receptacle is at the same location, and the agent is holding the object to be rinsed.
;; Postconditions: the ?o object is now clean.
(:action RinseObject2
    :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - receptacle)
    :precondition (and
        (receptacleType ?toolreceptacle SinkBasinType)
        (atLocation ?a ?l)
        (receptacleAtLocation ?toolreceptacle ?l)
        (holds ?a ?o)
    )
    :effect (and
        (isClean ?o)
    )
)
","(:action RinseObject_1
        :parameters (?toolreceptacle - receptacle ?a - agent ?l - location ?o - object)

        :precondition (and 
		(receptacleType ?toolreceptacle SinkBasinType)
		(atLocation ?a ?l)
		(receptacleAtLocation ?toolreceptacle ?l)
		(holds ?a ?o)
		)
        :effect (and 
		(isClean ?o)
		)
)",
RinseObject,,"
;; Operator, RinseObject3.
;; RinseObject3 takes an object to rinse without any tool objects or tool receptacles.
;; Parameters: ?a - agent, ?l - location of the object to be rinsed; ?o - object to be rinsed.
;; Preconditions: The agent is at a location and the object is at the same location, and the object is cleanable.
;; Postconditions: the ?o object is now clean.
(:action RinseObject3
    :parameters (?a - agent ?l - location ?o - object)
    :precondition (and
        (atLocation ?a ?l)
        (objectAtLocation ?o ?l)
        (cleanable ?o)
    )
    :effect (and
        (isClean ?o)
    )
)
","(:action RinseObject_2
        :parameters (?a - agent ?l - location ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(cleanable ?o)
		)
        :effect (and 
		(isClean ?o)
		)
)",
CleanObject,"(:action CleanObject
        :parameters (?a - agent ?l - location ?r - receptacle ?o - object)
        :precondition (and
            (receptacleType ?r SinkBasinType)
            (atLocation ?a ?l)
            (receptacleAtLocation ?r ?l)
            (holds ?a ?o)
        )
        :effect (and
            (isClean ?o)
        )
    )","
(:action CleanObject1
        :parameters (?a - agent ?l - location ?o - object ?toolobject - object)
        :precondition (and
            (objectType ?toolobject SoapBottleType)
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (cleanable ?o)
            (holds ?a ?toolobject)
        )
        :effect (and
            (isClean ?o)
        )
    )
","(:action CleanObject_0
        :parameters (?toolobject - object ?a - agent ?l - location ?o - object)

        :precondition (and 
		(objectType ?toolobject SoapBottleType)
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(cleanable ?o)
		(holds ?a ?toolobject)
		)
        :effect (and 
		(isClean ?o)
		)
)",
CleanObject,"(:action CleanObject
        :parameters (?a - agent ?l - location ?r - receptacle ?o - object)
        :precondition (and
            (receptacleType ?r SinkBasinType)
            (atLocation ?a ?l)
            (receptacleAtLocation ?r ?l)
            (holds ?a ?o)
        )
        :effect (and
            (isClean ?o)
        )
    )","
(:action CleanObject2
        :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - receptacle)
        :precondition (and
            (receptacleType ?toolreceptacle SinkBasinType)
            (atLocation ?a ?l)
            (receptacleAtLocation ?toolreceptacle ?l)
            (holds ?a ?o)
        )
        :effect (and
            (isClean ?o)
        )
    )
","(:action CleanObject_1
        :parameters (?toolreceptacle - receptacle ?a - agent ?l - location ?o - object)

        :precondition (and 
		(receptacleType ?toolreceptacle SinkBasinType)
		(atLocation ?a ?l)
		(receptacleAtLocation ?toolreceptacle ?l)
		(holds ?a ?o)
		)
        :effect (and 
		(isClean ?o)
		)
)",
CleanObject,"(:action CleanObject
        :parameters (?a - agent ?l - location ?r - receptacle ?o - object)
        :precondition (and
            (receptacleType ?r SinkBasinType)
            (atLocation ?a ?l)
            (receptacleAtLocation ?r ?l)
            (holds ?a ?o)
        )
        :effect (and
            (isClean ?o)
        )
    )","
(:action CleanObject3
        :parameters (?a - agent ?l - location ?o - object)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (cleanable ?o)
        )
        :effect (and
            (isClean ?o)
        )
)
","(:action CleanObject_2
        :parameters (?a - agent ?l - location ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(cleanable ?o)
		)
        :effect (and 
		(isClean ?o)
		)
)",
ThrowObject,,"
(:action ThrowObjectWithoutTool
      :parameters (?a - agent ?lStart - location ?o - object ?lEnd - location)
      :precondition (and
          (atLocation ?a ?lStart)
          (objectAtLocation ?o ?lStart)
      )
      :effect (and
          (atLocation ?o ?lEnd)
          (not (holds ?a ?o))
          (not (objectAtLocation ?o ?lStart))
      )
  )
",FAILED,
ThrowObject,,"
(:action ThrowObjectWithTool
        :parameters (?a - agent ?lStart - location ?o - object ?toolobject - object ?lEnd - location)
        :precondition (and
            (atLocation ?a ?lStart)
            (objectAtLocation ?o ?lStart)
            (holds ?a ?toolobject)
            (sliceable ?o)
            (objectType ?toolobject ButterKnifeType)
        )
        :effect (and
            (atLocation ?o ?lEnd)
            (not (holds ?a ?o))
            (not (objectAtLocation ?o ?lStart))
            (isSliced ?o)
        )
    )
",FAILED,
ThrowObject,,"
(:action ThrowObjectToReceptacle
        :parameters (?a - agent ?lStart - location ?o - object ?toolreceptacle - receptacle ?lEnd - location)
        :precondition (and
            (atLocation ?a ?lStart)
            (objectAtLocation ?o ?lStart)
            (receptacleAtLocation ?toolreceptacle ?lStart)
            (cleanable ?o)
            (receptacleType ?toolreceptacle GarbageCanType)
        )
        :effect (and
            (not (objectAtLocation ?o ?lStart))
            (not (holds ?a ?o))
            (inReceptacle ?o ?toolreceptacle)
        )
    )
","(:action ThrowObject_2
        :parameters (?a - agent ?lStart - location ?o - object ?toolreceptacle - receptacle)

        :precondition (and 
		(atLocation ?a ?lStart)
		(objectAtLocation ?o ?lStart)
		(receptacleAtLocation ?toolreceptacle ?lStart)
		(cleanable ?o)
		(receptacleType ?toolreceptacle GarbageCanType)
		)
        :effect (and 
		(not (objectAtLocation ?o ?lStart))
		(not (holds ?a ?o))
		(inReceptacle ?o ?toolreceptacle)
		)
)",
HeatObject,"(:action HeatObject
        :parameters (?a - agent ?l - location ?r - receptacle ?o - object)
        :precondition (and
            (receptacleType ?r MicrowaveType)
            (atLocation ?a ?l)
            (receptacleAtLocation ?r ?l)
            (holds ?a ?o)
        )
        :effect (and
            (isHot ?o)
        )
    )","
;; Operator, HeatObject with a tool object.
;; HeatObjectWithToolObject takes an object to heat and a specific tool object of type ToasterType.
;; ToasterType is an otype. Therefore, the tool object is an object of type ToasterType.
;; Parameters: ?a - agent, ?l - location of the object; ?o - object to be heated, ?toolobject - tool object to heat the object with.
;; Preconditions: The tool object is of type ToasterType and the agent is at a location, the object is at the same location, holds the object and the tool object, and the object is heatable.
;; Postconditions: the ?o object is now hot.
(:action HeatObjectWithToolObject
        :parameters (?a - agent ?l - location ?o - object ?toolobject - object)
        :precondition (and
            (objectType ?toolobject ToasterType)
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (heatable ?o)
            (holds ?a ?o)
            (holds ?a ?toolobject)
        )
        :effect (and
            (isHot ?o)
        )
    )
","(:action HeatObject_0
        :parameters (?toolobject - object ?a - agent ?l - location ?o - object)

        :precondition (and 
		(objectType ?toolobject ToasterType)
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(heatable ?o)
		(holds ?a ?o)
		(holds ?a ?toolobject)
		)
        :effect (and 
		(isHot ?o)
		)
)",
HeatObject,"(:action HeatObject
        :parameters (?a - agent ?l - location ?r - receptacle ?o - object)
        :precondition (and
            (receptacleType ?r MicrowaveType)
            (atLocation ?a ?l)
            (receptacleAtLocation ?r ?l)
            (holds ?a ?o)
        )
        :effect (and
            (isHot ?o)
        )
    )","
;; Operator, HeatObject with a tool receptacle.
;; HeatObjectWithToolReceptacle takes an object to heat and a specific tool receptacle of type StoveBurnerType.
;; StoveBurnerType is an rtype. Therefore, the tool receptacle is a receptacle of type StoveBurnerType.
;; Parameters: ?a - agent, ?l - location of the object; ?o - object to be heated, ?toolreceptacle - tool receptacle to heat the object with.
;; Preconditions: The tool receptacle is of type StoveBurnerType and the agent is at a location, the object is at the same location, holds the object, and the tool receptacle is openable and opened.
;; Postconditions: the ?o object is now hot.
(:action HeatObjectWithToolReceptacle
        :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - receptacle)
        :precondition (and
            (receptacleType ?toolreceptacle StoveBurnerType)
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (heatable ?o)
            (holds ?a ?o)
            (openable ?toolreceptacle)
            (opened ?toolreceptacle)
        )
        :effect (and
            (isHot ?o)
        )
    )
","(:action HeatObject_1
        :parameters (?toolreceptacle - receptacle ?a - agent ?l - location ?o - object)

        :precondition (and 
		(receptacleType ?toolreceptacle StoveBurnerType)
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(heatable ?o)
		(holds ?a ?o)
		(openable ?toolreceptacle)
		(opened ?toolreceptacle)
		)
        :effect (and 
		(isHot ?o)
		)
)",
HeatObject,"(:action HeatObject
        :parameters (?a - agent ?l - location ?r - receptacle ?o - object)
        :precondition (and
            (receptacleType ?r MicrowaveType)
            (atLocation ?a ?l)
            (receptacleAtLocation ?r ?l)
            (holds ?a ?o)
        )
        :effect (and
            (isHot ?o)
        )
    )","
;; Operator, HeatObject without any tool.
;; HeatObjectWithoutTool takes an object to heat.
;; Parameters: ?a - agent, ?l - location of the object; ?o - object to be heated.
;; Preconditions: The agent is at a location, the object is at the same location, holds the object, and the object is heatable.
;; Postconditions: the ?o object is now hot.
(:action HeatObjectWithoutTool
        :parameters (?a - agent ?l - location ?o - object)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (heatable ?o)
            (holds ?a ?o)
        )
        :effect (and
            (isHot ?o)
        )
    )
","(:action HeatObject_2
        :parameters (?a - agent ?l - location ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(heatable ?o)
		(holds ?a ?o)
		)
        :effect (and 
		(isHot ?o)
		)
)",
CookObject,,"
(:action CookObjectWithReceptacle
        :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - receptacle)
        :precondition (and
            (receptacleType ?toolreceptacle StoveType)
            (atLocation ?a ?l)
            (receptacleAtLocation ?toolreceptacle ?l)
            (holds ?a ?o)
        )
        :effect (and
            (isHot ?o)
        )
    )
","(:action CookObject_0
        :parameters (?a - agent ?l - location ?toolreceptacle - receptacle ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(receptacleAtLocation ?toolreceptacle ?l)
		(holds ?a ?o)
		)
        :effect (and 
		(isHot ?o)
		)
)",
CookObject,,"
(:action CookObjectWithObject
        :parameters (?a - agent ?l - location ?o - object ?toolobject - object)
        :precondition (and
            (objectType ?toolobject PanType)
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (holds ?a ?toolobject)
        )
        :effect (and
            (isHot ?o)
        )
    )
","(:action CookObject_1
        :parameters (?toolobject - object ?a - agent ?l - location ?o - object)

        :precondition (and 
		(objectType ?toolobject PanType)
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(holds ?a ?toolobject)
		)
        :effect (and 
		(isHot ?o)
		)
)",
CookObject,,"
(:action CookObjectWithoutTool
        :parameters (?a - agent ?l - location ?o - object)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
        )
        :effect (and
            (isHot ?o)
        )
    )
","(:action CookObject_2
        :parameters (?a - agent ?l - location ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		)
        :effect (and 
		(isHot ?o)
		)
)",
DiscardObject,,"
;; Operator, DiscardObject Option 1.
;; DiscardObject Option 1 takes an object to discard and a specific receptacle of type GarbageCanType to discard it into.
;; GarbageCanType is a rtype. Therefore, the receptacle is an object.
;; Parameters: ?a - agent, ?l - location of the receptacle; ?o - object to be discarded, ?receptacle - receptacle to discard the object into.
;; Preconditions: The agent is at a location and the receptacle is at the same location, the object to be discarded is at the same location, and the receptacle is a GarbageCanType.
;; Postconditions: the ?o object is no longer at the location and is in the ?receptacle receptacle.
(:action DiscardObjectOption1
        :parameters (?a - agent ?l - location ?o - object ?receptacle - receptacle)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (receptacleAtLocation ?receptacle ?l)
            (receptacleType ?receptacle GarbageCanType)
        )
        :effect (and
            (not (objectAtLocation ?o ?l))
            (inReceptacle ?o ?receptacle)
        )
)
","(:action DiscardObject_0
        :parameters (?a - agent ?l - location ?o - object ?receptacle - receptacle)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(receptacleAtLocation ?receptacle ?l)
		(receptacleType ?receptacle GarbageCanType)
		)
        :effect (and 
		(not (objectAtLocation ?o ?l))
		(inReceptacle ?o ?receptacle)
		)
)",
DiscardObject,,"
;; Operator, DiscardObject Option 2.
;; DiscardObject Option 2 takes an object to discard and discards it on any available surface.
;; This action is applicable to any object that can be discarded.
;; Parameters: ?a - agent, ?l - location of the object; ?o - object to be discarded.
;; Preconditions: The agent is at a location and the object is at the same location.
;; Postconditions: the ?o object is no longer at the location.
(:action DiscardObjectOption2
        :parameters (?a - agent ?l - location ?o - object)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
        )
        :effect (and
            (not (objectAtLocation ?o ?l))
        )
)
","(:action DiscardObject_1
        :parameters (?a - agent ?l - location ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		)
        :effect (and 
		(not (objectAtLocation ?o ?l))
		)
)",
DiscardObject,,"
;; Operator, DiscardObject Option 3.
;; DiscardObject Option 3 takes an object to discard and discards it into a specific container of type TrashBinType.
;; TrashBinType is an object type. Therefore, the container is an object.
;; Parameters: ?a - agent, ?l - location of the container; ?o - object to be discarded, ?container - container to discard the object into.
;; Preconditions: The agent is at a location and the container is at the same location, the object to be discarded is at the same location, and the container is of type TrashBinType.
;; Postconditions: the ?o object is no longer at the location and is in the ?container container.
(:action DiscardObjectOption3
        :parameters (?a - agent ?l - location ?o - object ?container - object)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (objectType ?container TrashBinType)
        )
        :effect (and
            (not (objectAtLocation ?o ?l))
            (inReceptacle ?o ?container)
        )
)
","(:action DiscardObject_2
        :parameters (?a - agent ?l - location ?o - object ?container - receptacle)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		)
        :effect (and 
		(not (objectAtLocation ?o ?l))
		(inReceptacle ?o ?container)
		)
)",
MicrowaveObject,,"
;; Operator, MicrowaveObject (Option 1)
;; MicrowaveObject takes an object to microwave and a specific tool receptacle of type MicrowaveType.
;; MicrowaveType is an rtype. Therefore, the tool receptacle is a receptacle.
;; Parameters: ?a - agent, ?l - location of the receptacle; ?o - object to be microwaved, ?toolreceptacle - receptacle to microwave the object in.
;; Preconditions: The tool receptacle is a MicrowaveType, the agent is at a location and the receptacle is at the same location, and the agent is holding the object to be microwaved.
;; Postconditions: the ?o object is now hot.
(:action MicrowaveObject1
        :parameters (?a - agent ?l - location ?o - object ?toolreceptacle - receptacle)
        :precondition (and
            (receptacleType ?toolreceptacle MicrowaveType)
            (atLocation ?a ?l)
            (receptacleAtLocation ?toolreceptacle ?l)
            (holds ?a ?o)
        )
        :effect (and
           (isHot ?o)
        )
    )
","(:action MicrowaveObject_0
        :parameters (?toolreceptacle - receptacle ?a - agent ?l - location ?o - object)

        :precondition (and 
		(receptacleType ?toolreceptacle MicrowaveType)
		(atLocation ?a ?l)
		(receptacleAtLocation ?toolreceptacle ?l)
		(holds ?a ?o)
		)
        :effect (and 
		(isHot ?o)
		)
)",
MicrowaveObject,,"
;; Operator, MicrowaveObject (Option 2)
;; MicrowaveObject takes an object to microwave and no tool receptacle.
;; Parameters: ?a - agent, ?l - location of the object; ?o - object to be microwaved.
;; Preconditions: The agent is at a location and the object is at the same location.
;; Postconditions: the ?o object is now hot.
(:action MicrowaveObject2
        :parameters (?a - agent ?l - location ?o - object)
        :precondition (and
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
        )
        :effect (and
           (isHot ?o)
        )
    )
","(:action MicrowaveObject_1
        :parameters (?a - agent ?l - location ?o - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		)
        :effect (and 
		(isHot ?o)
		)
)",
MicrowaveObject,,"
;; Operator, MicrowaveObject (Option 3)
;; MicrowaveObject takes an object to microwave and a specific tool object of type MicrowaveType.
;; MicrowaveType is an otype. Therefore, the tool object is an object.
;; Parameters: ?a - agent, ?l - location of the object; ?o - object to be microwaved, ?toolobject - object to microwave the object with.
;; Preconditions: The tool object is a MicrowaveType, the agent is at a location and the object is at the same location, and the agent is holding the tool object and the object to be microwaved.
;; Postconditions: the ?o object is now hot.
(:action MicrowaveObject3
        :parameters (?a - agent ?l - location ?o - object ?toolobject - object)
        :precondition (and
            (objectType ?toolobject MicrowaveType)
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (holds ?a ?toolobject)
            (holds ?a ?o)
        )
        :effect (and
           (isHot ?o)
        )
    )
","(:action MicrowaveObject_2
        :parameters (?a - agent ?l - location ?o - object ?toolobject - object)

        :precondition (and 
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(holds ?a ?toolobject)
		(holds ?a ?o)
		)
        :effect (and 
		(isHot ?o)
		)
)",
WarmObject,,"
;; Operator, WarmObject.
;; WarmObject takes an object to warm and a specific tool of type ToasterType.
;; ToasterType is an otype. Therefore, the tool is an object.
;; Parameters: ?a - agent, ?l - location of the object; ?o - object to be warmed, ?toolobject - object to warm with.
;; Preconditions: The toolobject is a ToasterType, the agent is at a location and the object to be warmed is at the same location, the object is coolable, and the agent is holding the tool.
;; Postconditions: the ?o object is now warm.
(:action WarmObjectToaster
        :parameters (?a - agent ?l - location ?o - object ?toolobject - object)
        :precondition (and
            (objectType ?toolobject ToasterType)
            (atLocation ?a ?l)
            (objectAtLocation ?o ?l)
            (coolable ?o)
            (holds ?a ?toolobject)
        )
        :effect (and
            (isCool ?o)
        )
)
","(:action WarmObject_0
        :parameters (?toolobject - object ?a - agent ?l - location ?o - object)

        :precondition (and 
		(objectType ?toolobject ToasterType)
		(atLocation ?a ?l)
		(objectAtLocation ?o ?l)
		(coolable ?o)
		(holds ?a ?toolobject)
		)
        :effect (and 
		(isCool ?o)
		)
)",
