problem,nl_goal,gt_pddl_goal,codex_raw_goals,codex_preprocessed_goal,correct_pddl_goal
train/pick_clean_then_place_in_recep-Tomato-None-CounterTop-14/trial_T20190909_012732_375728,place a clean tomato on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""place a clean tomato on the counter.""\n;; Official goal name: pick_and_place_simple-TomatoType-None-CounterTopType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r) \n                (cleanable ?o)\n                (isClean ?o)\n            )\n)))\n', '\n;; PDDL guess 2 for ""place a clean tomato on the counter.""\n;; Official goal name: pick_and_place_simple-AppleType-None-CounterTopType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r) \n                (cleanable ?o)\n                (isClean ?o)\n            )\n)))\n', '\n;; PDDL guess 3 for ""place a clean tomato on the counter.""\n;; Official goal name: pick_and_place_simple-TomatoType-None-SideTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r) \n                (cleanable ?o)\n                (isClean ?o)\n            )\n)))\n', '\n;; PDDL guess 4 for ""place a clean tomato on the counter.""\n;; Official goal name: pick_and_place_simple-PotatoType-None-CounterTopType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r) \n                (cleanable ?o)\n                (isClean ?o)\n            )\n)))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o AppleType)
		(receptacleType ?r CounterTopType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",True
train/pick_clean_then_place_in_recep-Tomato-None-CounterTop-14/trial_T20190909_012732_375728,place a clean tomato on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""place a clean tomato on the counter.""\n;; Official goal name: pick_and_place_simple-TomatoType-None-CounterTopType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r) \n                (cleanable ?o)\n                (isClean ?o)\n            )\n)))\n', '\n;; PDDL guess 2 for ""place a clean tomato on the counter.""\n;; Official goal name: pick_and_place_simple-AppleType-None-CounterTopType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r) \n                (cleanable ?o)\n                (isClean ?o)\n            )\n)))\n', '\n;; PDDL guess 3 for ""place a clean tomato on the counter.""\n;; Official goal name: pick_and_place_simple-TomatoType-None-SideTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r) \n                (cleanable ?o)\n                (isClean ?o)\n            )\n)))\n', '\n;; PDDL guess 4 for ""place a clean tomato on the counter.""\n;; Official goal name: pick_and_place_simple-PotatoType-None-CounterTopType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r) \n                (cleanable ?o)\n                (isClean ?o)\n            )\n)))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r CounterTopType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",True
train/pick_clean_then_place_in_recep-Tomato-None-CounterTop-14/trial_T20190909_012732_375728,place a clean tomato on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""place a clean tomato on the counter.""\n;; Official goal name: pick_and_place_simple-TomatoType-None-CounterTopType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r) \n                (cleanable ?o)\n                (isClean ?o)\n            )\n)))\n', '\n;; PDDL guess 2 for ""place a clean tomato on the counter.""\n;; Official goal name: pick_and_place_simple-AppleType-None-CounterTopType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r) \n                (cleanable ?o)\n                (isClean ?o)\n            )\n)))\n', '\n;; PDDL guess 3 for ""place a clean tomato on the counter.""\n;; Official goal name: pick_and_place_simple-TomatoType-None-SideTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r) \n                (cleanable ?o)\n                (isClean ?o)\n            )\n)))\n', '\n;; PDDL guess 4 for ""place a clean tomato on the counter.""\n;; Official goal name: pick_and_place_simple-PotatoType-None-CounterTopType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r) \n                (cleanable ?o)\n                (isClean ?o)\n            )\n)))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o TomatoType)
		(receptacleType ?r CounterTopType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",True
train/pick_clean_then_place_in_recep-ButterKnife-None-CounterTop-25/trial_T20190907_212022_934468,place a clean knife in the large sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ButterKnifeType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""place a clean knife in the large sink.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-SinkBasinType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r SinkBasinType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n', '\n;; PDDL guess 2 for ""place a clean knife in the large sink.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-LaundryHamperType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r LaundryHamperType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n', '\n;; PDDL guess 3 for ""place a clean knife in the large sink.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-BathtubBasinType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r BathtubBasinType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n', '\n;; PDDL guess 4 for ""place a clean knife in the large sink.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-ToiletType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r ToiletType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o ButterKnifeType)
		(receptacleType ?r SinkBasinType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",False
train/pick_clean_then_place_in_recep-ButterKnife-None-CounterTop-25/trial_T20190907_212022_934468,place a clean knife in the large sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ButterKnifeType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""place a clean knife in the large sink.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-SinkBasinType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r SinkBasinType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n', '\n;; PDDL guess 2 for ""place a clean knife in the large sink.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-LaundryHamperType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r LaundryHamperType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n', '\n;; PDDL guess 3 for ""place a clean knife in the large sink.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-BathtubBasinType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r BathtubBasinType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n', '\n;; PDDL guess 4 for ""place a clean knife in the large sink.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-ToiletType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r ToiletType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o ButterKnifeType)
		(receptacleType ?r BathtubBasinType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",False
train/pick_clean_then_place_in_recep-ButterKnife-None-CounterTop-25/trial_T20190907_212022_934468,place a clean knife in the large sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ButterKnifeType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""place a clean knife in the large sink.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-SinkBasinType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r SinkBasinType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n', '\n;; PDDL guess 2 for ""place a clean knife in the large sink.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-LaundryHamperType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r LaundryHamperType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n', '\n;; PDDL guess 3 for ""place a clean knife in the large sink.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-BathtubBasinType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r BathtubBasinType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n', '\n;; PDDL guess 4 for ""place a clean knife in the large sink.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-ToiletType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r ToiletType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o ButterKnifeType)
		(receptacleType ?r ToiletType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",False
train/pick_clean_then_place_in_recep-ButterKnife-None-CounterTop-25/trial_T20190907_212022_934468,place a clean knife in the large sink.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o ButterKnifeType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""place a clean knife in the large sink.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-SinkBasinType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r SinkBasinType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n', '\n;; PDDL guess 2 for ""place a clean knife in the large sink.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-LaundryHamperType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r LaundryHamperType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n', '\n;; PDDL guess 3 for ""place a clean knife in the large sink.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-BathtubBasinType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r BathtubBasinType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n', '\n;; PDDL guess 4 for ""place a clean knife in the large sink.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnife-None-ToiletType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r ToiletType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o ButterKnifeType)
		(receptacleType ?r LaundryHamperType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",False
train/pick_clean_then_place_in_recep-Spoon-None-Drawer-5/trial_T20190907_080537_064131,place a washed spoon in a drawer with the fork.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o SpoonType) 
                (receptacleType ?r DrawerType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""place a washed spoon in a drawer with the fork.""\n;; Official goal name: pick_clean_then_place_in_recep-Spoon-None-Drawer\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o SpoonType) \n                (receptacleType ?r DrawerType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""place a washed spoon in a drawer with the fork.""\n;; Official goal name: pick_clean_then_place_in_recep-Spoon-None-Drawer\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o SpoonType) \n                (receptacleType ?r DrawerType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n', '\n;; PDDL guess 3 for ""place a washed spoon in a drawer with the fork.""\n;; Official goal name: pick_clean_then_place_in_recep-Spoon-None-Drawer\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o SpoonType) \n                (receptacleType ?r DrawerType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n', '\n;; PDDL guess 4 for ""place a washed spoon in a drawer with the fork.""\n;; Official goal name: pick_clean_then_place_in_recep-Spoon-None-Drawer\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o SpoonType) \n                (receptacleType ?r DrawerType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o SpoonType)
		(receptacleType ?r DrawerType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",True
train/pick_clean_then_place_in_recep-Kettle-None-CounterTop-18/trial_T20190908_025529_009980,place a washed kettle on a kitchen counter top.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o KettleType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""place a washed kettle on a kitchen counter top.""\n;; Simplified Goal: pick_clean_then_place_in_recep-Kettle-None-CounterTop\n(:goal\n    (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KettleType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n        )\n    )\n)\n', '\n;; PDDL guess 2 for ""place a washed kettle on a kitchen counter top.""\n;; Simplified Goal: pick_clean_then_place_in_recep-Kettle-None-CounterTop\n(:goal\n    (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KettleType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n        )\n    )\n)\n', '\n;; PDDL guess 3 for ""place a washed kettle on a kitchen counter top.""\n;; Simplified Goal: pick_clean_then_place_in_recep-Kettle-None-CounterTop\n(:goal\n    (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KettleType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n        )\n    )\n)\n', '\n;; PDDL guess 4 for ""place a washed kettle on a kitchen counter top.""\n;; Simplified Goal: pick_clean_then_place_in_recep-Kettle-None-CounterTop\n(:goal\n    (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KettleType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n        )\n    )\n)\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o KettleType)
		(receptacleType ?r CounterTopType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",True
train/pick_clean_then_place_in_recep-Knife-None-SideTable-3/trial_T20190906_210539_903984,put a washed knife on a counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o KnifeType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""put a washed knife on a counter.""\n;; Official goal name: pick_clean_then_place_in_recep-Knife-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KnifeType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""put a washed knife on a counter.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnifeType-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""put a washed knife on a counter.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnifeType-None-CartType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r CartType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""put a washed knife on a counter.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnifeType-None-DeskType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r DeskType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o ButterKnifeType)
		(receptacleType ?r CartType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",False
train/pick_clean_then_place_in_recep-Knife-None-SideTable-3/trial_T20190906_210539_903984,put a washed knife on a counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o KnifeType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""put a washed knife on a counter.""\n;; Official goal name: pick_clean_then_place_in_recep-Knife-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KnifeType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""put a washed knife on a counter.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnifeType-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""put a washed knife on a counter.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnifeType-None-CartType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r CartType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""put a washed knife on a counter.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnifeType-None-DeskType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r DeskType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o ButterKnifeType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",False
train/pick_clean_then_place_in_recep-Knife-None-SideTable-3/trial_T20190906_210539_903984,put a washed knife on a counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o KnifeType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""put a washed knife on a counter.""\n;; Official goal name: pick_clean_then_place_in_recep-Knife-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KnifeType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""put a washed knife on a counter.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnifeType-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""put a washed knife on a counter.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnifeType-None-CartType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r CartType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""put a washed knife on a counter.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnifeType-None-DeskType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r DeskType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o KnifeType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",False
train/pick_clean_then_place_in_recep-Knife-None-SideTable-3/trial_T20190906_210539_903984,put a washed knife on a counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o KnifeType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""put a washed knife on a counter.""\n;; Official goal name: pick_clean_then_place_in_recep-Knife-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KnifeType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""put a washed knife on a counter.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnifeType-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""put a washed knife on a counter.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnifeType-None-CartType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r CartType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""put a washed knife on a counter.""\n;; Official goal name: pick_clean_then_place_in_recep-ButterKnifeType-None-DeskType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ButterKnifeType) \n                (receptacleType ?r DeskType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o ButterKnifeType)
		(receptacleType ?r DeskType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",False
