problem,nl_goal,gt_pddl_goal,codex_raw_goals,codex_preprocessed_goal,correct_pddl_goal
train/pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-25/trial_T20190907_223942_379753,clean mug in sink and return to coffee maker.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o MugType) 
                (receptacleType ?r CoffeeMachineType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""clean mug in sink and return to coffee maker.""\n;; Official goal name: pick_clean_then_place_in_recep-Mug-None-CoffeeMachine\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o MugType) \n                (receptacleType ?r CoffeeMachineType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n)))\n', '\n;; PDDL guess 2 for ""clean mug in sink and return to coffee maker.""\n;; Official goal name: pick_clean_then_place_in_recep-CupType-None-CoffeeMachineType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CupType) \n                (receptacleType ?r CoffeeMachineType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n)))\n', '\n;; PDDL guess 3 for ""clean mug in sink and return to coffee maker.""\n;; Official goal name: pick_clean_then_place_in_recep-MugType-None-CoffeeMachineType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o MugType) \n                (receptacleType ?r CoffeeMachineType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n)))\n', '\n;; PDDL guess 4 for ""clean mug in sink and return to coffee maker.""\n;; Official goal name: pick_clean_then_place_in_recep-CupType-None-CoffeeMachineType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CupType) \n                (receptacleType ?r CoffeeMachineType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n)))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o CupType)
		(receptacleType ?r CoffeeMachineType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",True
train/pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-25/trial_T20190907_223942_379753,clean mug in sink and return to coffee maker.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o MugType) 
                (receptacleType ?r CoffeeMachineType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""clean mug in sink and return to coffee maker.""\n;; Official goal name: pick_clean_then_place_in_recep-Mug-None-CoffeeMachine\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o MugType) \n                (receptacleType ?r CoffeeMachineType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n)))\n', '\n;; PDDL guess 2 for ""clean mug in sink and return to coffee maker.""\n;; Official goal name: pick_clean_then_place_in_recep-CupType-None-CoffeeMachineType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CupType) \n                (receptacleType ?r CoffeeMachineType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n)))\n', '\n;; PDDL guess 3 for ""clean mug in sink and return to coffee maker.""\n;; Official goal name: pick_clean_then_place_in_recep-MugType-None-CoffeeMachineType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o MugType) \n                (receptacleType ?r CoffeeMachineType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n)))\n', '\n;; PDDL guess 4 for ""clean mug in sink and return to coffee maker.""\n;; Official goal name: pick_clean_then_place_in_recep-CupType-None-CoffeeMachineType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CupType) \n                (receptacleType ?r CoffeeMachineType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o)  \n            )\n)))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o MugType)
		(receptacleType ?r CoffeeMachineType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",True
train/pick_heat_then_place_in_recep-BreadSliced-None-GarbageCan-16/trial_T20190907_232412_371318,put a hot slice of bread in a bin.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","[""\n;; PDDL guess 1 for 'put a hot slice of bread in a bin.'\n;; Simplified Goal: \npick_heat_then_place_in_recep-BreadSliced-None-GarbageCan\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n\n"", ""\n;; PDDL guess 2 for 'put a hot slice of bread in a bin.'\n;; Simplified Goal: \npick_heat_then_place_in_recep-BreadSliced-None-GarbageCan\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n\n"", ""\n;; PDDL guess 3 for 'put a hot slice of bread in a bin.'\n;; Simplified Goal: \npick_heat_then_place_in_recep-BreadSliced-None-GarbageCan\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n\n"", ""\n;; PDDL guess 4 for 'put a hot slice of bread in a bin.'\n;; Simplified Goal: \npick_heat_then_place_in_recep-BreadSliced-None-GarbageCan\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n\n""]","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o BreadType)
		(receptacleType ?r GarbageCanType)
		(inReceptacle ?o ?r)
		(heatable ?o)
		(isHot ?o)
		(sliceable ?o)
		(isSliced ?o))))
)",True
train/pick_cool_then_place_in_recep-Pot-None-DiningTable-23/trial_T20190909_061357_391676,chill a pan in the fridge and put it on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""chill a pan in the fridge and put it on the counter.""\n;; Official goal name: pick_cool_then_place_in_recep-Pot-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""chill a pan in the fridge and put it on the counter.""\n;; Official goal name: pick_cool_then_place_in_recep-Pot-None-SideTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""chill a pan in the fridge and put it on the counter.""\n;; Official goal name: pick_cool_then_place_in_recep-Pot-None-CoffeeTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r CoffeeTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""chill a pan in the fridge and put it on the counter.""\n;; Official goal name: pick_cool_then_place_in_recep-Pot-None-CounterTop\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotType)
		(receptacleType ?r CoffeeTableType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_cool_then_place_in_recep-Pot-None-DiningTable-23/trial_T20190909_061357_391676,chill a pan in the fridge and put it on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""chill a pan in the fridge and put it on the counter.""\n;; Official goal name: pick_cool_then_place_in_recep-Pot-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""chill a pan in the fridge and put it on the counter.""\n;; Official goal name: pick_cool_then_place_in_recep-Pot-None-SideTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""chill a pan in the fridge and put it on the counter.""\n;; Official goal name: pick_cool_then_place_in_recep-Pot-None-CoffeeTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r CoffeeTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""chill a pan in the fridge and put it on the counter.""\n;; Official goal name: pick_cool_then_place_in_recep-Pot-None-CounterTop\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotType)
		(receptacleType ?r CounterTopType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_cool_then_place_in_recep-Pot-None-DiningTable-23/trial_T20190909_061357_391676,chill a pan in the fridge and put it on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""chill a pan in the fridge and put it on the counter.""\n;; Official goal name: pick_cool_then_place_in_recep-Pot-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""chill a pan in the fridge and put it on the counter.""\n;; Official goal name: pick_cool_then_place_in_recep-Pot-None-SideTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""chill a pan in the fridge and put it on the counter.""\n;; Official goal name: pick_cool_then_place_in_recep-Pot-None-CoffeeTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r CoffeeTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""chill a pan in the fridge and put it on the counter.""\n;; Official goal name: pick_cool_then_place_in_recep-Pot-None-CounterTop\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_cool_then_place_in_recep-Pot-None-DiningTable-23/trial_T20190909_061357_391676,chill a pan in the fridge and put it on the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o PotType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""chill a pan in the fridge and put it on the counter.""\n;; Official goal name: pick_cool_then_place_in_recep-Pot-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""chill a pan in the fridge and put it on the counter.""\n;; Official goal name: pick_cool_then_place_in_recep-Pot-None-SideTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""chill a pan in the fridge and put it on the counter.""\n;; Official goal name: pick_cool_then_place_in_recep-Pot-None-CoffeeTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r CoffeeTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""chill a pan in the fridge and put it on the counter.""\n;; Official goal name: pick_cool_then_place_in_recep-Pot-None-CounterTop\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotType)
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_cool_then_place_in_recep-LettuceSliced-None-GarbageCan-20/trial_T20190909_125307_108909,put a chilled piece of sliced lettuce in a green bin.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","[""\n;; PDDL guess 1 for 'put a chilled piece of sliced lettuce in a green bin.'\n;; Simplified Goal: \npick_cool_then_place_in_recep-LettuceSliced-None-GarbageCan\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o LettuceType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n\n"", ""\n;; PDDL guess 2 for 'put a chilled piece of sliced lettuce in a green bin.'\n;; Simplified Goal: \npick_cool_then_place_in_recep-LettuceSliced-None-GarbageCan\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o LettuceType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n\n"", ""\n;; PDDL guess 3 for 'put a chilled piece of sliced lettuce in a green bin.'\n;; Simplified Goal: \npick_cool_then_place_in_recep-LettuceSliced-None-GarbageCan\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o LettuceType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n\n"", ""\n;; PDDL guess 4 for 'put a chilled piece of sliced lettuce in a green bin.'\n;; Simplified Goal: \npick_cool_then_place_in_recep-LettuceSliced-None-GarbageCan\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o LettuceType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n\n""]","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o LettuceType)
		(receptacleType ?r GarbageCanType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o)
		(sliceable ?o)
		(isSliced ?o))))
)",True
train/pick_and_place_simple-Book-None-Cabinet-310/trial_T20190908_154238_160623,move a book into a cabinet.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BookType) 
                (receptacleType ?r CabinetType)
                (inReceptacle ?o ?r) 
            )
    )))","['\n;; PDDL guess 1 for ""move a book into a cabinet.""\n;; Official goal name: pick_and_place_simple-Book-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BookType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r) \n            )\n)))\n', '\n;; PDDL guess 2 for ""move a book into a cabinet.""\n;; Official goal name: pick_and_place_simple-Book-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BookType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r) \n            )\n)))\n', '\n;; PDDL guess 3 for ""move a book into a cabinet.""\n;; Official goal name: pick_and_place_simple-Book-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BookType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r) \n            )\n)))\n', '\n;; PDDL guess 4 for ""move a book into a cabinet.""\n;; Official goal name: pick_and_place_simple-Book-None-Cabinet\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BookType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r) \n            )\n)))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o BookType)
		(receptacleType ?r CabinetType)
		(inReceptacle ?o ?r))))
)",True
train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-8/trial_T20190909_120617_866099,put a microwaved egg in the garbage.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""put a microwaved egg in the garbage.""\n;; Official goal name: pick_heat_then_place_in_recep-Egg-None-GarbageCan\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o EggType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""put a microwaved egg in the garbage.""\n;; Official goal name: pick_heat_then_place_in_recep-Potato-None-GarbageCan\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""put a microwaved egg in the garbage.""\n;; Official goal name: pick_heat_then_place_in_recep-Ladle-None-GarbageCan\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o LadleType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""put a microwaved egg in the garbage.""\n;; Official goal name: pick_heat_then_place_in_recep-AppleType-None-GarbageCan\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o AppleType)
		(receptacleType ?r GarbageCanType)
		(inReceptacle ?o ?r)
		(heatable ?o)
		(isHot ?o))))
)",True
train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-8/trial_T20190909_120617_866099,put a microwaved egg in the garbage.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""put a microwaved egg in the garbage.""\n;; Official goal name: pick_heat_then_place_in_recep-Egg-None-GarbageCan\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o EggType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""put a microwaved egg in the garbage.""\n;; Official goal name: pick_heat_then_place_in_recep-Potato-None-GarbageCan\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""put a microwaved egg in the garbage.""\n;; Official goal name: pick_heat_then_place_in_recep-Ladle-None-GarbageCan\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o LadleType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""put a microwaved egg in the garbage.""\n;; Official goal name: pick_heat_then_place_in_recep-AppleType-None-GarbageCan\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o LadleType)
		(receptacleType ?r GarbageCanType)
		(inReceptacle ?o ?r)
		(heatable ?o)
		(isHot ?o))))
)",True
train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-8/trial_T20190909_120617_866099,put a microwaved egg in the garbage.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o EggType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""put a microwaved egg in the garbage.""\n;; Official goal name: pick_heat_then_place_in_recep-Egg-None-GarbageCan\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o EggType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""put a microwaved egg in the garbage.""\n;; Official goal name: pick_heat_then_place_in_recep-Potato-None-GarbageCan\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""put a microwaved egg in the garbage.""\n;; Official goal name: pick_heat_then_place_in_recep-Ladle-None-GarbageCan\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o LadleType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""put a microwaved egg in the garbage.""\n;; Official goal name: pick_heat_then_place_in_recep-AppleType-None-GarbageCan\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r GarbageCanType)
		(inReceptacle ?o ?r)
		(heatable ?o)
		(isHot ?o))))
)",True
