problem,nl_goal,gt_pddl_goal,codex_raw_goals,codex_preprocessed_goal,correct_pddl_goal
train/pick_clean_then_place_in_recep-Spatula-None-CounterTop-19/trial_T20190906_181322_850030,put a cleaned spatula on the the counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o SpatulaType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","[""\n;; PDDL guess 1 for 'put a cleaned spatula on the the counter.'\n;; Official goal name: pick_clean_then_place_in_recep-Spatula-None-CounterTop\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o SpatulaType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n"", ""\n;; PDDL guess 2 for 'put a cleaned spatula on the the counter.'\n;; Official goal name: pick_clean_then_place_in_recep-SpoonType-None-CounterTopType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o SpoonType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n"", ""\n;; PDDL guess 3 for 'put a cleaned spatula on the the counter.'\n;; Official goal name: pick_clean_then_place_in_recep-ForkType-None-CounterTopType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ForkType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n"", ""\n;; PDDL guess 4 for 'put a cleaned spatula on the the counter.'\n;; Official goal name: pick_clean_then_place_in_recep-KnifeType-None-CounterTopType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KnifeType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n""]","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o SpatulaType)
		(receptacleType ?r CounterTopType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",True
train/look_at_obj_in_light-Pillow-None-DeskLamp-305/trial_T20190909_110717_764199,look at a striped pillow under a lit lamp.,"(:goal
        (exists (?a - agent)
        (exists (?r - receptacle)
        (exists (?o - object)
        (exists (?ot - object)
        (exists (?l - location)
            (and 
                (objectType ?ot DeskLampType)
                (toggleable ?ot)
                (isToggled ?ot) 
                (objectAtLocation ?ot ?l)
                (atLocation ?a ?l)
                (objectType ?o PillowType)
                (holds ?a ?o)
            )
    ))))))","[""\n;; PDDL guess 1 for 'look at a striped pillow under a lit lamp.'\n;; Simplified Goal: \nlook_at_obj_in_light-Pillow-None-DeskLamp\n\n(:goal\n        (exists (?a - agent)\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?ot - object)\n        (exists (?l - location)\n            (and \n                (objectType ?ot DeskLampType)\n                (toggleable ?ot)\n                (isToggled ?ot) \n                (objectAtLocation ?ot ?l)\n                (atLocation ?a ?l)\n                (objectType ?o PillowType)\n                (holds ?a ?o)\n            )\n    ))))))\n"", ""\n;; PDDL guess 2 for 'look at a striped pillow under a lit lamp.'\n;; Simplified Goal: \nlook_at_obj_in_light-Pillow-None-DeskLamp\n\n(:goal\n        (exists (?a - agent)\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?ot - object)\n        (exists (?l - location)\n            (and \n                (objectType ?ot DeskLampType)\n                (toggleable ?ot)\n                (isToggled ?ot) \n                (objectAtLocation ?ot ?l)\n                (atLocation ?a ?l)\n                (objectType ?o PillowType)\n                (holds ?a ?o)\n            )\n    ))))))\n"", ""\n;; PDDL guess 3 for 'look at a striped pillow under a lit lamp.'\n;; Simplified Goal: \nlook_at_obj_in_light-Pillow-None-DeskLamp\n\n(:goal\n        (exists (?a - agent)\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?ot - object)\n        (exists (?l - location)\n            (and \n                (objectType ?ot DeskLampType)\n                (toggleable ?ot)\n                (isToggled ?ot) \n                (objectAtLocation ?ot ?l)\n                (atLocation ?a ?l)\n                (objectType ?o PillowType)\n                (holds ?a ?o)\n            )\n    ))))))\n"", ""\n;; PDDL guess 4 for 'look at a striped pillow under a lit lamp.'\n;; Simplified Goal: \nlook_at_obj_in_light-Pillow-None-DeskLamp\n\n(:goal\n        (exists (?a - agent)\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?ot - object)\n        (exists (?l - location)\n            (and \n                (objectType ?ot DeskLampType)\n                (toggleable ?ot)\n                (isToggled ?ot) \n                (objectAtLocation ?ot ?l)\n                (atLocation ?a ?l)\n                (objectType ?o PillowType)\n                (holds ?a ?o)\n            )\n    ))))))\n""]","(:goal
	(exists (?ot - object)
(exists (?o - object)
(exists (?l - location)
(exists (?a - agent)
(and 
		(objectType ?ot DeskLampType)
		(toggleable ?ot)
		(isToggled ?ot)
		(objectAtLocation ?ot ?l)
		(atLocation ?a ?l)
		(objectType ?o PillowType)
		(holds ?a ?o))))))
)",True
train/pick_and_place_simple-Newspaper-None-Sofa-211/trial_T20190906_175004_203092,move a newspaper from a tv stand to a sofa.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o NewspaperType) 
                (receptacleType ?r SofaType)
                (inReceptacle ?o ?r) 
            )
    )))","[""\n;; PDDL guess 1 for 'move a newspaper from a tv stand to a sofa.'\n;; Simplified Goal: \npick_and_place_simple-Newspaper-None-Sofa\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o NewspaperType) \n                (receptacleType ?r SofaType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n\n"", ""\n;; PDDL guess 2 for 'move a newspaper from a tv stand to a sofa.'\n;; Simplified Goal: \npick_and_place_simple-Newspaper-None-Sofa\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o NewspaperType) \n                (receptacleType ?r SofaType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n\n"", ""\n;; PDDL guess 3 for 'move a newspaper from a tv stand to a sofa.'\n;; Simplified Goal: \npick_and_place_simple-Newspaper-None-Sofa\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o NewspaperType) \n                (receptacleType ?r SofaType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n\n"", ""\n;; PDDL guess 4 for 'move a newspaper from a tv stand to a sofa.'\n;; Simplified Goal: \npick_and_place_simple-Newspaper-None-Sofa\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o NewspaperType) \n                (receptacleType ?r SofaType)\n                (inReceptacle ?o ?r) \n            )\n    )))\n\n""]","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o NewspaperType)
		(receptacleType ?r SofaType)
		(inReceptacle ?o ?r))))
)",True
train/pick_heat_then_place_in_recep-BreadSliced-None-GarbageCan-30/trial_T20190907_044445_578004,"slice bread , cook a slice , put it in the trash.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r GarbageCanType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))",[],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o BreadType)
		(receptacleType ?r GarbageCanType)
		(inReceptacle ?o ?r)
		(heatable ?o)
		(isHot ?o)
		(sliceable ?o)
		(isSliced ?o))))
)",True
train/pick_cool_then_place_in_recep-TomatoSliced-None-Microwave-12/trial_T20190908_165447_696883,put the chilled tomato in the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","['(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o VaseType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotatoType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', ""\n;; PDDL guess 1 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-MicrowaveType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n"", ""\n;; PDDL guess 2 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-HandTowelHolderType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r HandTowelHolderType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n"", ""\n;; PDDL guess 3 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-FridgeType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n"", ""\n;; PDDL guess 4 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n""]","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o TomatoType)
		(receptacleType ?r MicrowaveType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_cool_then_place_in_recep-TomatoSliced-None-Microwave-12/trial_T20190908_165447_696883,put the chilled tomato in the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","['(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o VaseType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotatoType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', ""\n;; PDDL guess 1 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-MicrowaveType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n"", ""\n;; PDDL guess 2 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-HandTowelHolderType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r HandTowelHolderType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n"", ""\n;; PDDL guess 3 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-FridgeType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n"", ""\n;; PDDL guess 4 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n""]","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o TomatoType)
		(receptacleType ?r HandTowelHolderType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_cool_then_place_in_recep-TomatoSliced-None-Microwave-12/trial_T20190908_165447_696883,put the chilled tomato in the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","['(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o VaseType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotatoType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', ""\n;; PDDL guess 1 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-MicrowaveType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n"", ""\n;; PDDL guess 2 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-HandTowelHolderType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r HandTowelHolderType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n"", ""\n;; PDDL guess 3 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-FridgeType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n"", ""\n;; PDDL guess 4 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n""]","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o TomatoType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_cool_then_place_in_recep-TomatoSliced-None-Microwave-12/trial_T20190908_165447_696883,put the chilled tomato in the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","['(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o VaseType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotatoType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', ""\n;; PDDL guess 1 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-MicrowaveType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n"", ""\n;; PDDL guess 2 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-HandTowelHolderType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r HandTowelHolderType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n"", ""\n;; PDDL guess 3 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-FridgeType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n"", ""\n;; PDDL guess 4 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n""]","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o TomatoType)
		(receptacleType ?r FridgeType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_cool_then_place_in_recep-TomatoSliced-None-Microwave-12/trial_T20190908_165447_696883,put the chilled tomato in the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","['(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o VaseType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotatoType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', ""\n;; PDDL guess 1 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-MicrowaveType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n"", ""\n;; PDDL guess 2 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-HandTowelHolderType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r HandTowelHolderType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n"", ""\n;; PDDL guess 3 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-FridgeType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n"", ""\n;; PDDL guess 4 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n""]","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r MicrowaveType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_cool_then_place_in_recep-TomatoSliced-None-Microwave-12/trial_T20190908_165447_696883,put the chilled tomato in the microwave.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o TomatoType) 
                (receptacleType ?r MicrowaveType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","['(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o VaseType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotatoType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', ""\n;; PDDL guess 1 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-MicrowaveType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n"", ""\n;; PDDL guess 2 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-HandTowelHolderType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r HandTowelHolderType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n"", ""\n;; PDDL guess 3 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-FridgeType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n"", ""\n;; PDDL guess 4 for 'put the chilled tomato in the microwave.'\n;; Official goal name: pick_cool_then_place_in_recep-TomatoType-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o)  \n            )\n    )))\n""]","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o VaseType)
		(receptacleType ?r MicrowaveType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
