problem_id,goal,task_success,task_plan,task_plan_success_prefix
train/pick_heat_then_place_in_recep-PotatoSliced-None-Fridge-11/trial_T20190910_232930_757480,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotatoType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_7_bar__minus_4_bar_2_bar_60 knife_7_dot_124648_comma_7_dot_124648_comma__minus_5_dot_62462948_comma__minus_5_dot_62462948_comma_3_dot_7505984_comma_3_dot_7505984 countertop__minus_2_dot_724_comma__minus_2_dot_724_comma__minus_6_dot_6192_comma__minus_6_dot_6192_comma_3_dot_7912_comma_3_dot_7912)\n(CutObject_0 knife_7_dot_124648_comma_7_dot_124648_comma__minus_5_dot_62462948_comma__minus_5_dot_62462948_comma_3_dot_7505984_comma_3_dot_7505984 agent1 loc_bar_7_bar__minus_1_bar_0_bar_30 potato_6_dot_8961854_comma_6_dot_8961854_comma_2_dot_826970576_comma_2_dot_826970576_comma_3_dot_768544672_comma_3_dot_768544672)\n(PutObjectInReceptacle agent1 loc_bar__minus_4_bar__minus_4_bar_2_bar_45 knifetype knife_7_dot_124648_comma_7_dot_124648_comma__minus_5_dot_62462948_comma__minus_5_dot_62462948_comma_3_dot_7505984_comma_3_dot_7505984 microwave__minus_4_dot_152_comma__minus_4_dot_152_comma__minus_6_dot_892_comma__minus_6_dot_892_comma_3_dot_6_comma_3_dot_6)\n(PickupObjectInReceptacle agent1 loc_bar_7_bar__minus_1_bar_0_bar_30 potato_6_dot_8961854_comma_6_dot_8961854_comma_2_dot_826970576_comma_2_dot_826970576_comma_3_dot_768544672_comma_3_dot_768544672 countertop_7_dot_1052_comma_7_dot_1052_comma_1_dot_8324_comma_1_dot_8324_comma_3_dot_7912_comma_3_dot_7912)\n(HeatObject_1 microwave__minus_4_dot_152_comma__minus_4_dot_152_comma__minus_6_dot_892_comma__minus_6_dot_892_comma_3_dot_6_comma_3_dot_6 agent1 loc_bar__minus_4_bar__minus_4_bar_2_bar_45 potato_6_dot_8961854_comma_6_dot_8961854_comma_2_dot_826970576_comma_2_dot_826970576_comma_3_dot_768544672_comma_3_dot_768544672)\n(PutObjectInReceptacle agent1 loc_bar__minus_9_bar__minus_4_bar_2_bar_60 potatotype potato_6_dot_8961854_comma_6_dot_8961854_comma_2_dot_826970576_comma_2_dot_826970576_comma_3_dot_768544672_comma_3_dot_768544672 fridge__minus_8_dot_54_comma__minus_8_dot_54_comma__minus_6_dot_764_comma__minus_6_dot_764_comma_0_dot_0_comma_0_dot_0)')",True,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle"
train/pick_and_place_simple-AppleSliced-None-Microwave-14/trial_T20190908_171220_804585,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_4_bar_1_bar_1_bar_45 knife_6_dot_73817156_comma_6_dot_73817156_comma_1_dot_453589676_comma_1_dot_453589676_comma_3_dot_772148608_comma_3_dot_772148608 countertop_3_dot_956_comma_3_dot_956_comma_4_dot_068_comma_4_dot_068_comma_3_dot_7844_comma_3_dot_7844)\n(CutObject_0 knife_6_dot_73817156_comma_6_dot_73817156_comma_1_dot_453589676_comma_1_dot_453589676_comma_3_dot_772148608_comma_3_dot_772148608 agent1 loc_bar_4_bar__minus_3_bar_1_bar_30 apple_7_dot_34344436_comma_7_dot_34344436_comma__minus_3_dot_55239582_comma__minus_3_dot_55239582_comma_4_dot_291039_comma_4_dot_291039)')",False,"PickupObjectInReceptacle, CutObject_0","PickupObjectInReceptacle, CutObject_0"
train/pick_and_place_simple-AppleSliced-None-Microwave-14/trial_T20190908_171220_804585,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_4_bar_1_bar_1_bar_45 knife_6_dot_73817156_comma_6_dot_73817156_comma_1_dot_453589676_comma_1_dot_453589676_comma_3_dot_772148608_comma_3_dot_772148608 countertop_3_dot_956_comma_3_dot_956_comma_4_dot_068_comma_4_dot_068_comma_3_dot_7844_comma_3_dot_7844)\n(CutObject_0 knife_6_dot_73817156_comma_6_dot_73817156_comma_1_dot_453589676_comma_1_dot_453589676_comma_3_dot_772148608_comma_3_dot_772148608 agent1 loc_bar_4_bar__minus_3_bar_1_bar_30 apple_7_dot_34344436_comma_7_dot_34344436_comma__minus_3_dot_55239582_comma__minus_3_dot_55239582_comma_4_dot_291039_comma_4_dot_291039)')",False,"PickupObjectInReceptacle, CutObject_0","PickupObjectInReceptacle, CutObject_0"
train/pick_cool_then_place_in_recep-Bread-None-CounterTop-7/trial_T20190909_012427_332210,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o BreadType)\n\t\t(receptacleType ?r CounterTopType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_4_bar__minus_3_bar_3_bar_45 bread__minus_6_dot_40411092_comma__minus_6_dot_40411092_comma__minus_3_dot_350772_comma__minus_3_dot_350772_comma_3_dot_921067476_comma_3_dot_921067476 countertop__minus_7_dot_464_comma__minus_7_dot_464_comma__minus_2_dot_456_comma__minus_2_dot_456_comma_3_dot_7904_comma_3_dot_7904)\n(ChillObject_0 fridge__minus_0_dot_14_comma__minus_0_dot_14_comma_8_dot_708_comma_8_dot_708_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar_0_bar_5_bar_0_bar_60 bread__minus_6_dot_40411092_comma__minus_6_dot_40411092_comma__minus_3_dot_350772_comma__minus_3_dot_350772_comma_3_dot_921067476_comma_3_dot_921067476)\n(PutObjectInReceptacle agent1 loc_bar_6_bar__minus_3_bar_2_bar_45 breadtype bread__minus_6_dot_40411092_comma__minus_6_dot_40411092_comma__minus_3_dot_350772_comma__minus_3_dot_350772_comma_3_dot_921067476_comma_3_dot_921067476 countertop_6_dot_584_comma_6_dot_584_comma__minus_6_dot_112_comma__minus_6_dot_112_comma_3_dot_7824_comma_3_dot_7824)')",True,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle"
train/pick_and_place_simple-Candle-None-CounterTop-417/trial_T20190909_142343_223524,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o CandleType)\n\t\t(receptacleType ?r CounterTopType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_2_bar__minus_11_bar_2_bar_30 candle__minus_1_dot_931939364_comma__minus_1_dot_931939364_comma__minus_15_dot_30546664_comma__minus_15_dot_30546664_comma_4_dot_18793152_comma_4_dot_18793152 toilet__minus_2_dot_208_comma__minus_2_dot_208_comma__minus_14_dot_136_comma__minus_14_dot_136_comma_0_dot_002675928176_comma_0_dot_002675928176)\n(PutObjectInReceptacle agent1 loc_bar__minus_9_bar__minus_5_bar_3_bar_60 candletype candle__minus_1_dot_931939364_comma__minus_1_dot_931939364_comma__minus_15_dot_30546664_comma__minus_15_dot_30546664_comma_4_dot_18793152_comma_4_dot_18793152 countertop__minus_10_dot_98_comma__minus_10_dot_98_comma__minus_4_dot_972_comma__minus_4_dot_972_comma_3_dot_948_comma_3_dot_948)')",True,"PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle"
train/pick_and_place_simple-TomatoSliced-None-SideTable-28/trial_T20190908_213552_035696,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r SideTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_4_bar__minus_11_bar_1_bar_60 knife__minus_1_dot_49027252_comma__minus_1_dot_49027252_comma__minus_10_dot_74292564_comma__minus_10_dot_74292564_comma_3_dot_1101348_comma_3_dot_1101348 drawer__minus_1_dot_9279512_comma__minus_1_dot_9279512_comma__minus_10_dot_956275_comma__minus_10_dot_956275_comma_3_dot_1105416_comma_3_dot_1105416)\n(CutObject_0 knife__minus_1_dot_49027252_comma__minus_1_dot_49027252_comma__minus_10_dot_74292564_comma__minus_10_dot_74292564_comma_3_dot_1101348_comma_3_dot_1101348 agent1 loc_bar__minus_16_bar__minus_4_bar_0_bar_60 tomato__minus_16_dot_24940108_comma__minus_16_dot_24940108_comma__minus_1_dot_235999824_comma__minus_1_dot_235999824_comma_2_dot_968249796_comma_2_dot_968249796)')",True,"PickupObjectInReceptacle, CutObject_0","PickupObjectInReceptacle, CutObject_0"
train/pick_heat_then_place_in_recep-Mug-None-Cabinet-6/trial_T20190908_034250_033547,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o MugType)\n\t\t(receptacleType ?r CabinetType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_2_bar__minus_4_bar_2_bar_45 mug_1_dot_8560004_comma_1_dot_8560004_comma__minus_6_dot_374_comma__minus_6_dot_374_comma_3_dot_8232_comma_3_dot_8232 coffeemachine_1_dot_856_comma_1_dot_856_comma__minus_7_dot_26_comma__minus_7_dot_26_comma_3_dot_6_comma_3_dot_6)\n(HeatObject_1 microwave__minus_10_dot_3232_comma__minus_10_dot_3232_comma_9_dot_764_comma_9_dot_764_comma_3_dot_6_comma_3_dot_6 agent1 loc_bar__minus_7_bar_10_bar_3_bar_45 mug_1_dot_8560004_comma_1_dot_8560004_comma__minus_6_dot_374_comma__minus_6_dot_374_comma_3_dot_8232_comma_3_dot_8232)\n(PutObjectInReceptacle agent1 loc_bar_2_bar__minus_4_bar_2_bar__minus_30 mugtype mug_1_dot_8560004_comma_1_dot_8560004_comma__minus_6_dot_374_comma__minus_6_dot_374_comma_3_dot_8232_comma_3_dot_8232 cabinet_0_dot_596_comma_0_dot_596_comma__minus_6_dot_4136_comma__minus_6_dot_4136_comma_8_dot_03599928_comma_8_dot_03599928)')",True,"PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-Potato-None-SinkBasin-24/trial_T20190909_052222_333703,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotatoType)\n\t\t(receptacleType ?r SinkBasinType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_0_bar_5_bar_1_bar_30 potato_4_dot_09999228_comma_4_dot_09999228_comma_3_dot_936_comma_3_dot_936_comma_3_dot_464543344_comma_3_dot_464543344 countertop_3_dot_4584_comma_3_dot_4584_comma_3_dot_936_comma_3_dot_936_comma_3_dot_4344_comma_3_dot_4344)\n(ChillObject_0 fridge__minus_10_dot_572_comma__minus_10_dot_572_comma_8_dot_536_comma_8_dot_536_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar__minus_7_bar_9_bar_3_bar_60 potato_4_dot_09999228_comma_4_dot_09999228_comma_3_dot_936_comma_3_dot_936_comma_3_dot_464543344_comma_3_dot_464543344)\n(PutObjectInReceptacle agent1 loc_bar__minus_7_bar_13_bar_0_bar_60 potatotype potato_4_dot_09999228_comma_4_dot_09999228_comma_3_dot_936_comma_3_dot_936_comma_3_dot_464543344_comma_3_dot_464543344 sinkbasin__minus_6_dot_4064_comma__minus_6_dot_4064_comma_15_dot_0988_comma_15_dot_0988_comma_2_dot_748_comma_2_dot_748)')",True,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-PotatoSliced-None-Microwave-2/trial_T20190909_094553_729319,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotatoType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_4_bar__minus_3_bar_2_bar_30 potato__minus_5_dot_84871008_comma__minus_5_dot_84871008_comma__minus_6_dot_82824992_comma__minus_6_dot_82824992_comma_3_dot_7409268_comma_3_dot_7409268 countertop_0_dot_008_comma_0_dot_008_comma__minus_6_dot_052_comma__minus_6_dot_052_comma_3_dot_788_comma_3_dot_788)\n(PutObjectInReceptacle agent1 loc_bar_4_bar__minus_3_bar_1_bar_45 potatotype potato__minus_5_dot_84871008_comma__minus_5_dot_84871008_comma__minus_6_dot_82824992_comma__minus_6_dot_82824992_comma_3_dot_7409268_comma_3_dot_7409268 microwave_7_dot_732_comma_7_dot_732_comma__minus_3_dot_068_comma__minus_3_dot_068_comma_3_dot_600000144_comma_3_dot_600000144)\n(PickupObjectInReceptacle agent1 loc_bar_4_bar__minus_3_bar_1_bar_45 knife_7_dot_208304_comma_7_dot_208304_comma__minus_5_dot_27575016_comma__minus_5_dot_27575016_comma_3_dot_7339708_comma_3_dot_7339708 countertop_0_dot_008_comma_0_dot_008_comma__minus_6_dot_052_comma__minus_6_dot_052_comma_3_dot_788_comma_3_dot_788)\n(CutObject_0 knife_7_dot_208304_comma_7_dot_208304_comma__minus_5_dot_27575016_comma__minus_5_dot_27575016_comma_3_dot_7339708_comma_3_dot_7339708 agent1 loc_bar_4_bar__minus_3_bar_1_bar_45 potato__minus_5_dot_84871008_comma__minus_5_dot_84871008_comma__minus_6_dot_82824992_comma__minus_6_dot_82824992_comma_3_dot_7409268_comma_3_dot_7409268)\n(PutObjectInReceptacle agent1 loc_bar_4_bar__minus_3_bar_1_bar_45 knifetype knife_7_dot_208304_comma_7_dot_208304_comma__minus_5_dot_27575016_comma__minus_5_dot_27575016_comma_3_dot_7339708_comma_3_dot_7339708 microwave_7_dot_732_comma_7_dot_732_comma__minus_3_dot_068_comma__minus_3_dot_068_comma_3_dot_600000144_comma_3_dot_600000144)\n(PickupObjectInReceptacle agent1 loc_bar_4_bar__minus_3_bar_1_bar_45 potato__minus_5_dot_84871008_comma__minus_5_dot_84871008_comma__minus_6_dot_82824992_comma__minus_6_dot_82824992_comma_3_dot_7409268_comma_3_dot_7409268 microwave_7_dot_732_comma_7_dot_732_comma__minus_3_dot_068_comma__minus_3_dot_068_comma_3_dot_600000144_comma_3_dot_600000144)\n(ChillObject_0 fridge__minus_7_dot_056_comma__minus_7_dot_056_comma_0_dot_056_comma_0_dot_056_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar__minus_3_bar_0_bar_3_bar_60 potato__minus_5_dot_84871008_comma__minus_5_dot_84871008_comma__minus_6_dot_82824992_comma__minus_6_dot_82824992_comma_3_dot_7409268_comma_3_dot_7409268)\n(PutObjectInReceptacle agent1 loc_bar_4_bar__minus_3_bar_1_bar_45 potatotype potato__minus_5_dot_84871008_comma__minus_5_dot_84871008_comma__minus_6_dot_82824992_comma__minus_6_dot_82824992_comma_3_dot_7409268_comma_3_dot_7409268 microwave_7_dot_732_comma_7_dot_732_comma__minus_3_dot_068_comma__minus_3_dot_068_comma_3_dot_600000144_comma_3_dot_600000144)')",False,"PickupObjectInReceptacle, PutObjectInReceptacle, PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle, PickupObjectInReceptacle, CutObject_0"
train/pick_clean_then_place_in_recep-Lettuce-None-DiningTable-21/trial_T20190908_215554_002650,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o LettuceType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_1_bar_1_bar_1_bar_60 lettuce_3_dot_12699938_comma_3_dot_12699938_comma_2_dot_279071808_comma_2_dot_279071808_comma_3_dot_0048232_comma_3_dot_0048232 sidetable_3_dot_0924_comma_3_dot_0924_comma_1_dot_7924_comma_1_dot_7924_comma_2_dot_8004_comma_2_dot_8004)\n(RinseObject_0 sinkbasin_3_dot_0292_comma_3_dot_0292_comma__minus_2_dot_754_comma__minus_2_dot_754_comma_3_dot_048_comma_3_dot_048 agent1 loc_bar_1_bar__minus_2_bar_1_bar_60 lettuce_3_dot_12699938_comma_3_dot_12699938_comma_2_dot_279071808_comma_2_dot_279071808_comma_3_dot_0048232_comma_3_dot_0048232)\n(PutObjectInReceptacle agent1 loc_bar_0_bar_1_bar_0_bar_60 lettucetype lettuce_3_dot_12699938_comma_3_dot_12699938_comma_2_dot_279071808_comma_2_dot_279071808_comma_3_dot_0048232_comma_3_dot_0048232 diningtable__minus_2_dot_096_comma__minus_2_dot_096_comma_3_dot_804_comma_3_dot_804_comma_0_dot_024_comma_0_dot_024)')",True,"PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-6/trial_T20190906_204029_896727,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o MugType)\n\t\t(receptacleType ?r CoffeeMachineType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_2_bar__minus_4_bar_2_bar_45 mug_1_dot_8560004_comma_1_dot_8560004_comma__minus_6_dot_374_comma__minus_6_dot_374_comma_3_dot_8232_comma_3_dot_8232 coffeemachine_1_dot_856_comma_1_dot_856_comma__minus_7_dot_26_comma__minus_7_dot_26_comma_3_dot_6_comma_3_dot_6)\n(ChillObject_0 fridge__minus_9_dot_90399932_comma__minus_9_dot_90399932_comma__minus_3_dot_132_comma__minus_3_dot_132_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar__minus_7_bar__minus_3_bar_3_bar_60 mug_1_dot_8560004_comma_1_dot_8560004_comma__minus_6_dot_374_comma__minus_6_dot_374_comma_3_dot_8232_comma_3_dot_8232)\n(PutObjectInReceptacle agent1 loc_bar_2_bar__minus_4_bar_2_bar_45 mugtype mug_1_dot_8560004_comma_1_dot_8560004_comma__minus_6_dot_374_comma__minus_6_dot_374_comma_3_dot_8232_comma_3_dot_8232 coffeemachine_1_dot_856_comma_1_dot_856_comma__minus_7_dot_26_comma__minus_7_dot_26_comma_3_dot_6_comma_3_dot_6)')",False,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0"
train/pick_heat_then_place_in_recep-BreadSliced-None-GarbageCan-12/trial_T20190907_121108_221602,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o BreadType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_4_bar_6_bar_1_bar_45 knife_6_dot_9943576_comma_6_dot_9943576_comma_6_dot_2640724_comma_6_dot_2640724_comma_3_dot_839570524_comma_3_dot_839570524 countertop_6_dot_02_comma_6_dot_02_comma_9_dot_24_comma_9_dot_24_comma_3_dot_8936_comma_3_dot_8936)\n(CutObject_0 knife_6_dot_9943576_comma_6_dot_9943576_comma_6_dot_2640724_comma_6_dot_2640724_comma_3_dot_839570524_comma_3_dot_839570524 agent1 loc_bar__minus_1_bar_9_bar_3_bar_45 bread__minus_3_dot_6920008_comma__minus_3_dot_6920008_comma_9_dot_06199836_comma_9_dot_06199836_comma_3_dot_962714672_comma_3_dot_962714672)\n(PutObjectInReceptacle agent1 loc_bar__minus_1_bar_9_bar_3_bar_45 knifetype knife_6_dot_9943576_comma_6_dot_9943576_comma_6_dot_2640724_comma_6_dot_2640724_comma_3_dot_839570524_comma_3_dot_839570524 countertop__minus_3_dot_8944_comma__minus_3_dot_8944_comma_9_dot_5456_comma_9_dot_5456_comma_3_dot_8936_comma_3_dot_8936)\n(PickupObjectInReceptacle agent1 loc_bar__minus_1_bar_9_bar_3_bar_45 bread__minus_3_dot_6920008_comma__minus_3_dot_6920008_comma_9_dot_06199836_comma_9_dot_06199836_comma_3_dot_962714672_comma_3_dot_962714672 countertop__minus_3_dot_8944_comma__minus_3_dot_8944_comma_9_dot_5456_comma_9_dot_5456_comma_3_dot_8936_comma_3_dot_8936)\n(HeatObject_1 microwave_6_dot_528_comma_6_dot_528_comma_6_dot_584_comma_6_dot_584_comma_5_dot_92407848_comma_5_dot_92407848 agent1 loc_bar_4_bar_6_bar_1_bar_15 bread__minus_3_dot_6920008_comma__minus_3_dot_6920008_comma_9_dot_06199836_comma_9_dot_06199836_comma_3_dot_962714672_comma_3_dot_962714672)\n(PutObjectInReceptacle agent1 loc_bar_4_bar_6_bar_1_bar_15 breadtype bread__minus_3_dot_6920008_comma__minus_3_dot_6920008_comma_9_dot_06199836_comma_9_dot_06199836_comma_3_dot_962714672_comma_3_dot_962714672 microwave_6_dot_528_comma_6_dot_528_comma_6_dot_584_comma_6_dot_584_comma_5_dot_92407848_comma_5_dot_92407848)')",False,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle"
train/pick_heat_then_place_in_recep-BreadSliced-None-GarbageCan-12/trial_T20190907_121108_221602,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o BreadType)\n\t\t(receptacleType ?r GarbageCanType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_4_bar_6_bar_1_bar_45 knife_6_dot_9943576_comma_6_dot_9943576_comma_6_dot_2640724_comma_6_dot_2640724_comma_3_dot_839570524_comma_3_dot_839570524 countertop_6_dot_02_comma_6_dot_02_comma_9_dot_24_comma_9_dot_24_comma_3_dot_8936_comma_3_dot_8936)\n(CutObject_0 knife_6_dot_9943576_comma_6_dot_9943576_comma_6_dot_2640724_comma_6_dot_2640724_comma_3_dot_839570524_comma_3_dot_839570524 agent1 loc_bar__minus_1_bar_9_bar_3_bar_45 bread__minus_3_dot_6920008_comma__minus_3_dot_6920008_comma_9_dot_06199836_comma_9_dot_06199836_comma_3_dot_962714672_comma_3_dot_962714672)\n(PutObjectInReceptacle agent1 loc_bar__minus_1_bar_9_bar_3_bar_45 knifetype knife_6_dot_9943576_comma_6_dot_9943576_comma_6_dot_2640724_comma_6_dot_2640724_comma_3_dot_839570524_comma_3_dot_839570524 countertop__minus_3_dot_8944_comma__minus_3_dot_8944_comma_9_dot_5456_comma_9_dot_5456_comma_3_dot_8936_comma_3_dot_8936)\n(PickupObjectInReceptacle agent1 loc_bar__minus_1_bar_9_bar_3_bar_45 bread__minus_3_dot_6920008_comma__minus_3_dot_6920008_comma_9_dot_06199836_comma_9_dot_06199836_comma_3_dot_962714672_comma_3_dot_962714672 countertop__minus_3_dot_8944_comma__minus_3_dot_8944_comma_9_dot_5456_comma_9_dot_5456_comma_3_dot_8936_comma_3_dot_8936)\n(HeatObject_1 microwave_6_dot_528_comma_6_dot_528_comma_6_dot_584_comma_6_dot_584_comma_5_dot_92407848_comma_5_dot_92407848 agent1 loc_bar_4_bar_6_bar_1_bar_15 bread__minus_3_dot_6920008_comma__minus_3_dot_6920008_comma_9_dot_06199836_comma_9_dot_06199836_comma_3_dot_962714672_comma_3_dot_962714672)\n(PutObjectInReceptacle agent1 loc_bar_4_bar_11_bar_1_bar_60 breadtype bread__minus_3_dot_6920008_comma__minus_3_dot_6920008_comma_9_dot_06199836_comma_9_dot_06199836_comma_3_dot_962714672_comma_3_dot_962714672 garbagecan_5_dot_80777024_comma_5_dot_80777024_comma_11_dot_65005396_comma_11_dot_65005396_comma_0_dot_0_comma_0_dot_0)')",True,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-Potato-None-GarbageCan-18/trial_T20190909_044319_709757,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotatoType)\n\t\t(receptacleType ?r GarbageCanType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_5_bar_27_bar_1_bar_45 potato__minus_1_dot_336523296_comma__minus_1_dot_336523296_comma_26_dot_96952_comma_26_dot_96952_comma_3_dot_1799052_comma_3_dot_1799052 diningtable__minus_0_dot_624711872_comma__minus_0_dot_624711872_comma_25_dot_896156_comma_25_dot_896156_comma_2_dot_673336984_comma_2_dot_673336984)\n(ChillObject_0 fridge_8_dot_14_comma_8_dot_14_comma_22_dot_504_comma_22_dot_504_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar_4_bar_22_bar_1_bar_30 potato__minus_1_dot_336523296_comma__minus_1_dot_336523296_comma_26_dot_96952_comma_26_dot_96952_comma_3_dot_1799052_comma_3_dot_1799052)\n(PutObjectInReceptacle agent1 loc_bar_4_bar_24_bar_1_bar_60 potatotype potato__minus_1_dot_336523296_comma__minus_1_dot_336523296_comma_26_dot_96952_comma_26_dot_96952_comma_3_dot_1799052_comma_3_dot_1799052 garbagecan_8_dot_00458908_comma_8_dot_00458908_comma_26_dot_0127182_comma_26_dot_0127182_comma_0_dot_0_comma_0_dot_0)')",True,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle"
